Sample	CDS_pos	Chromosome	gpos	exon	dpF	dpR
VHL_HC1	518	chr3	10191525	e3	117726	168695
VHL_HC1	519	chr3	10191526	e3	118123	169273
VHL_HC1	520	chr3	10191527	e3	116931	169064
VHL_HC1	521	chr3	10191528	e3	117779	169434
VHL_HC1	522	chr3	10191529	e3	117389	169295
VHL_HC1	523	chr3	10191530	e3	117308	169443
VHL_HC1	524	chr3	10191531	e3	116921	169119
VHL_HC1	525	chr3	10191532	e3	116823	169376
VHL_HC1	526	chr3	10191533	e3	117056	169263
VHL_HC1	527	chr3	10191534	e3	116330	169119
VHL_HC1	528	chr3	10191535	e3	116745	169265
VHL_HC1	529	chr3	10191536	e3	116381	169207
VHL_HC1	530	chr3	10191537	e3	116559	169188
VHL_HC1	531	chr3	10191538	e3	116496	169147
VHL_HC1	532	chr3	10191539	e3	116322	169089
VHL_HC1	533	chr3	10191540	e3	115984	169092
VHL_HC1	534	chr3	10191541	e3	115656	168731
VHL_HC1	535	chr3	10191542	e3	115848	169028
VHL_HC1	536	chr3	10191543	e3	115759	168954
VHL_HC1	537	chr3	10191544	e3	115716	168878
VHL_HC1	538	chr3	10191545	e3	115745	168710
VHL_HC1	539	chr3	10191546	e3	115689	168699
VHL_HC1	540	chr3	10191547	e3	115584	168607
VHL_HC1	541	chr3	10191548	e3	115608	168329
VHL_HC1	542	chr3	10191549	e3	115634	168596
VHL_HC1	543	chr3	10191550	e3	115665	168542
VHL_HC1	544	chr3	10191551	e3	115652	168613
VHL_HC1	545	chr3	10191552	e3	115701	167998
VHL_HC1	546	chr3	10191553	e3	115765	168636
VHL_HC1	547	chr3	10191554	e3	115585	169016
VHL_HC1	548	chr3	10191555	e3	115443	169392
VHL_HC1	549	chr3	10191556	e3	113887	169200
VHL_HC1	550	chr3	10191557	e3	113864	169378
VHL_HC1	551	chr3	10191558	e3	113604	168671
VHL_HC1	552	chr3	10191559	e3	113531	2383
VHL_HC1	553	chr3	10191560	e3	112971	2474
VHL_HC1	554	chr3	10191561	e3	111961	3327
VHL_HC1	555	chr3	10191562	e3	111265	3328
VHL_HC1	556	chr3	10191563	e3	110426	3927
VHL_HC1	557	chr3	10191564	e3	109902	4323
VHL_HC1	558	chr3	10191565	e3	109275	4717
VHL_HC1	559	chr3	10191566	e3	108930	4995
VHL_HC1	560	chr3	10191567	e3	108800	5362
VHL_HC1	561	chr3	10191568	e3	108418	5661
VHL_HC1	562	chr3	10191569	e3	108318	5803
VHL_HC1	563	chr3	10191570	e3	108120	6426
VHL_HC1	564	chr3	10191571	e3	107076	6424
VHL_HC1	565	chr3	10191572	e3	106570	6724
VHL_HC1	566	chr3	10191573	e3	105973	6988
VHL_HC1	567	chr3	10191574	e3	104733	7341
VHL_HC1	568	chr3	10191575	e3	103802	7974
VHL_HC1	569	chr3	10191576	e3	103501	8325
VHL_HC1	570	chr3	10191577	e3	102489	8635
VHL_HC1	571	chr3	10191578	e3	102110	8988
VHL_HC1	572	chr3	10191579	e3	100341	9190
VHL_HC1	573	chr3	10191580	e3	98974	9182
VHL_HC1	574	chr3	10191581	e3	98038	9623
VHL_HC1	575	chr3	10191582	e3	96062	9639
VHL_HC1	576	chr3	10191583	e3	95729	10417
VHL_HC1	577	chr3	10191584	e3	95819	10972
VHL_HC1	578	chr3	10191585	e3	95143	11548
VHL_HC1	579	chr3	10191586	e3	93415	12186
VHL_HC1	580	chr3	10191587	e3	92347	12765
VHL_HC1	581	chr3	10191588	e3	91917	13895
VHL_HC1	582	chr3	10191589	e3	91371	14609
VHL_HC1	583	chr3	10191590	e3	90674	14620
VHL_HC1	584	chr3	10191591	e3	89401	15116
VHL_HC1	585	chr3	10191592	e3	89486	16198
VHL_HC1	586	chr3	10191593	e3	88852	16927
VHL_HC1	587	chr3	10191594	e3	89208	17181
VHL_HC1	588	chr3	10191595	e3	87988	17703
VHL_HC1	589	chr3	10191596	e3	86975	18295
VHL_HC1	590	chr3	10191597	e3	86041	19789
VHL_HC1	591	chr3	10191598	e3	83465	19792
VHL_HC1	592	chr3	10191599	e3	81650	20467
VHL_HC1	593	chr3	10191600	e3	80918	21265
VHL_HC1	594	chr3	10191601	e3	80042	22411
VHL_HC1	595	chr3	10191602	e3	79427	23194
VHL_HC1	596	chr3	10191603	e3	79421	23740
VHL_HC1	597	chr3	10191604	e3	78090	23744
VHL_HC1	598	chr3	10191605	e3	77291	23748
VHL_HC1	599	chr3	10191606	e3	74765	24589
VHL_HC1	600	chr3	10191607	e3	73928	24758
VHL_HC1	601	chr3	10191608	e3	72804	24859
VHL_HC1	602	chr3	10191609	e3	71968	24956
VHL_HC1	603	chr3	10191610	e3	71058	25585
VHL_HC1	604	chr3	10191611	e3	70768	25753
VHL_HC1	605	chr3	10191612	e3	69780	25758
VHL_HC1	606	chr3	10191613	e3	67976	25988
VHL_HC1	607	chr3	10191614	e3	67330	26174
VHL_HC1	608	chr3	10191615	e3	65740	26419
VHL_HC1	609	chr3	10191616	e3	63515	26576
VHL_HC1	610	chr3	10191617	e3	63308	27000
VHL_HC1	611	chr3	10191618	e3	62832	26997
VHL_HC1	612	chr3	10191619	e3	60446	27304
VHL_HC1	613	chr3	10191620	e3	60129	27304
VHL_HC1	614	chr3	10191621	e3	57777	27419
VHL_HC1	615	chr3	10191622	e3	56965	27415
VHL_HC1	616	chr3	10191623	e3	56566	27412
VHL_HC1	617	chr3	10191624	e3	55532	27408
VHL_HC1	618	chr3	10191625	e3	53834	27335
VHL_HC1	619	chr3	10191626	e3	52395	27403
VHL_HC1	620	chr3	10191627	e3	52314	27390
VHL_HC1	621	chr3	10191628	e3	51872	27396
VHL_HC1	622	chr3	10191629	e3	50489	27393
VHL_HC1	623	chr3	10191630	e3	48501	27387
VHL_HC1	624	chr3	10191631	e3	48460	27381
VHL_HC1	625	chr3	10191632	e3	46426	27406
VHL_HC1	626	chr3	10191633	e3	42164	27390
VHL_HC1	627	chr3	10191634	e3	39902	27769
VHL_HC1	628	chr3	10191635	e3	39337	27756
VHL_HC1	629	chr3	10191636	e3	35598	27749
VHL_HC1	630	chr3	10191637	e3	35512	27986
VHL_HC1	631	chr3	10191638	e3	34687	27974
VHL_HC1	632	chr3	10191639	e3	34288	27970
VHL_HC1	633	chr3	10191640	e3	33172	27908
VHL_HC1	634	chr3	10191641	e3	32789	27964
VHL_HC1	635	chr3	10191642	e3	31624	27954
VHL_HC1	636	chr3	10191643	e3	30977	27918
VHL_HC1	637	chr3	10191644	e3	29104	28131
VHL_HC1	638	chr3	10191645	e3	28255	28130
VHL_HC1	639	chr3	10191646	e3	27826	28115
VHL_HC2	1	chr3	10183532	e1	9987	33079
VHL_HC2	2	chr3	10183533	e1	9856	33050
VHL_HC2	3	chr3	10183534	e1	9323	33066
VHL_HC2	4	chr3	10183535	e1	7696	32895
VHL_HC2	5	chr3	10183536	e1	9373	33197
VHL_HC2	6	chr3	10183537	e1	9381	33187
VHL_HC2	7	chr3	10183538	e1	9327	33160
VHL_HC2	8	chr3	10183539	e1	8438	33480
VHL_HC2	9	chr3	10183540	e1	7942	33492
VHL_HC2	10	chr3	10183541	e1	7740	33469
VHL_HC2	11	chr3	10183542	e1	7295	33111
VHL_HC2	12	chr3	10183543	e1	7031	33472
VHL_HC2	13	chr3	10183544	e1	7029	33451
VHL_HC2	14	chr3	10183545	e1	6701	33446
VHL_HC2	15	chr3	10183546	e1	6619	33412
VHL_HC2	16	chr3	10183547	e1	6623	33438
VHL_HC2	17	chr3	10183548	e1	6496	33426
VHL_HC2	18	chr3	10183549	e1	6362	33393
VHL_HC2	19	chr3	10183550	e1	6210	33379
VHL_HC2	20	chr3	10183551	e1	6252	33385
VHL_HC2	21	chr3	10183552	e1	5776	33371
VHL_HC2	22	chr3	10183553	e1	5380	33344
VHL_HC2	23	chr3	10183554	e1	4923	33171
VHL_HC2	24	chr3	10183555	e1	4680	33330
VHL_HC2	25	chr3	10183556	e1	4675	33321
VHL_HC2	26	chr3	10183557	e1	4669	33267
VHL_HC2	27	chr3	10183558	e1	4488	33294
VHL_HC2	28	chr3	10183559	e1	4161	33257
VHL_HC2	29	chr3	10183560	e1	4157	33408
VHL_HC2	30	chr3	10183561	e1	4027	33240
VHL_HC2	31	chr3	10183562	e1	3921	33412
VHL_HC2	32	chr3	10183563	e1	3350	33376
VHL_HC2	33	chr3	10183564	e1	3825	33392
VHL_HC2	34	chr3	10183565	e1	3832	33222
VHL_HC2	35	chr3	10183566	e1	3834	33350
VHL_HC2	36	chr3	10183567	e1	3512	33240
VHL_HC2	37	chr3	10183568	e1	3409	33007
VHL_HC2	38	chr3	10183569	e1	3405	276
VHL_HC2	39	chr3	10183570	e1	3113	618
VHL_HC2	40	chr3	10183571	e1	2793	621
VHL_HC2	41	chr3	10183572	e1	2404	726
VHL_HC2	42	chr3	10183573	e1	2397	726
VHL_HC2	43	chr3	10183574	e1	2122	1255
VHL_HC2	44	chr3	10183575	e1	1949	1258
VHL_HC2	45	chr3	10183576	e1	1949	2242
VHL_HC2	46	chr3	10183577	e1	1761	2251
VHL_HC2	47	chr3	10183578	e1	1761	2252
VHL_HC2	48	chr3	10183579	e1	1761	2252
VHL_HC2	49	chr3	10183580	e1	1761	2253
VHL_HC2	50	chr3	10183581	e1	1761	2394
VHL_HC2	51	chr3	10183582	e1	1761	2387
VHL_HC2	52	chr3	10183583	e1	1761	2398
VHL_HC2	53	chr3	10183584	e1	1632	2398
VHL_HC2	54	chr3	10183585	e1	1500	2397
VHL_HC2	55	chr3	10183586	e1	1501	3174
VHL_HC2	56	chr3	10183587	e1	1498	3177
VHL_HC2	57	chr3	10183588	e1	1498	3178
VHL_HC2	58	chr3	10183589	e1	1498	3178
VHL_HC2	59	chr3	10183590	e1	1498	3321
VHL_HC2	60	chr3	10183591	e1	1495	3330
VHL_HC2	61	chr3	10183592	e1	1036	3337
VHL_HC2	62	chr3	10183593	e1	1038	3883
VHL_HC2	63	chr3	10183594	e1	1052	4797
VHL_HC2	64	chr3	10183595	e1	1462	5098
VHL_HC2	65	chr3	10183596	e1	72113	5099
VHL_HC2	66	chr3	10183597	e1	73307	5099
VHL_HC2	67	chr3	10183598	e1	73402	5098
VHL_HC2	68	chr3	10183599	e1	73484	5359
VHL_HC2	69	chr3	10183600	e1	73444	5909
VHL_HC2	70	chr3	10183601	e1	74011	6520
VHL_HC2	71	chr3	10183602	e1	74143	6528
VHL_HC2	72	chr3	10183603	e1	69510	6423
VHL_HC2	73	chr3	10183604	e1	74730	6531
VHL_HC2	74	chr3	10183605	e1	74807	6531
VHL_HC2	75	chr3	10183606	e1	74915	6523
VHL_HC2	76	chr3	10183607	e1	75444	6532
VHL_HC2	77	chr3	10183608	e1	75160	7401
VHL_HC2	78	chr3	10183609	e1	76004	7571
VHL_HC2	79	chr3	10183610	e1	76178	8047
VHL_HC2	80	chr3	10183611	e1	75654	8043
VHL_HC2	81	chr3	10183612	e1	76983	8052
VHL_HC2	82	chr3	10183613	e1	80554	8053
VHL_HC2	83	chr3	10183614	e1	80995	8052
VHL_HC2	84	chr3	10183615	e1	81452	8050
VHL_HC2	85	chr3	10183616	e1	85867	9072
VHL_HC2	86	chr3	10183617	e1	87011	9527
VHL_HC2	87	chr3	10183618	e1	88112	9958
VHL_HC2	88	chr3	10183619	e1	86891	11463
VHL_HC2	89	chr3	10183620	e1	90170	12140
VHL_HC2	90	chr3	10183621	e1	91411	12141
VHL_HC2	91	chr3	10183622	e1	92393	12139
VHL_HC2	92	chr3	10183623	e1	93735	12163
VHL_HC2	93	chr3	10183624	e1	94579	12610
VHL_HC2	94	chr3	10183625	e1	95447	13364
VHL_HC2	95	chr3	10183626	e1	96935	13822
VHL_HC2	96	chr3	10183627	e1	99504	13812
VHL_HC2	97	chr3	10183628	e1	99607	14392
VHL_HC2	98	chr3	10183629	e1	100655	14401
VHL_HC2	99	chr3	10183630	e1	93727	14931
VHL_HC2	100	chr3	10183631	e1	99213	15347
VHL_HC2	101	chr3	10183632	e1	100047	15573
VHL_HC2	102	chr3	10183633	e1	100857	15574
VHL_HC2	103	chr3	10183634	e1	99976	17022
VHL_HC2	104	chr3	10183635	e1	90454	17017
VHL_HC2	105	chr3	10183636	e1	105086	17029
VHL_HC2	106	chr3	10183637	e1	106020	17664
VHL_HC2	107	chr3	10183638	e1	106792	17682
VHL_HC2	108	chr3	10183639	e1	107201	17680
VHL_HC2	109	chr3	10183640	e1	108234	18417
VHL_HC2	110	chr3	10183641	e1	108343	18997
VHL_HC2	111	chr3	10183642	e1	107625	19025
VHL_HC2	112	chr3	10183643	e1	106608	18996
VHL_HC2	113	chr3	10183644	e1	27137	20312
VHL_HC2	114	chr3	10183645	e1	107891	21211
VHL_HC2	115	chr3	10183646	e1	107699	22592
VHL_HC2	116	chr3	10183647	e1	107160	22597
VHL_HC2	117	chr3	10183648	e1	106112	22545
VHL_HC2	118	chr3	10183649	e1	107857	22593
VHL_HC2	119	chr3	10183650	e1	108140	24414
VHL_HC2	120	chr3	10183651	e1	107668	24802
VHL_HC2	121	chr3	10183652	e1	106628	26643
VHL_HC2	122	chr3	10183653	e1	106515	27603
VHL_HC2	123	chr3	10183654	e1	106268	28208
VHL_HC2	124	chr3	10183655	e1	105789	30278
VHL_HC2	125	chr3	10183656	e1	105016	32218
VHL_HC2	126	chr3	10183657	e1	104370	32158
VHL_HC2	127	chr3	10183658	e1	104592	31806
VHL_HC2	128	chr3	10183659	e1	103857	31781
VHL_HC2	129	chr3	10183660	e1	103751	32085
VHL_HC2	130	chr3	10183661	e1	98001	34628
VHL_HC2	131	chr3	10183662	e1	98068	34990
VHL_HC2	132	chr3	10183663	e1	90437	35727
VHL_HC2	133	chr3	10183664	e1	97697	36509
VHL_HC2	134	chr3	10183665	e1	96410	37357
VHL_HC2	135	chr3	10183666	e1	93353	38993
VHL_HC2	136	chr3	10183667	e1	93116	39524
VHL_HC2	137	chr3	10183668	e1	93199	41018
VHL_HC2	138	chr3	10183669	e1	92497	42242
VHL_HC2	139	chr3	10183670	e1	91088	42274
VHL_HC2	140	chr3	10183671	e1	88772	44516
VHL_HC2	141	chr3	10183672	e1	88796	45306
VHL_HC2	142	chr3	10183673	e1	88171	46338
VHL_HC2	143	chr3	10183674	e1	87289	47674
VHL_HC2	144	chr3	10183675	e1	83702	48600
VHL_HC2	145	chr3	10183676	e1	86317	48876
VHL_HC2	146	chr3	10183677	e1	85910	48867
VHL_HC2	147	chr3	10183678	e1	83809	48905
VHL_HC2	148	chr3	10183679	e1	81504	50866
VHL_HC2	149	chr3	10183680	e1	78339	50853
VHL_HC2	150	chr3	10183681	e1	81197	52140
VHL_HC2	151	chr3	10183682	e1	80870	55135
VHL_HC2	152	chr3	10183683	e1	80416	57911
VHL_HC2	153	chr3	10183684	e1	80721	57967
VHL_HC2	154	chr3	10183685	e1	79305	58172
VHL_HC2	155	chr3	10183686	e1	77779	58534
VHL_HC2	156	chr3	10183687	e1	77979	58695
VHL_HC2	157	chr3	10183688	e1	77861	58827
VHL_HC2	158	chr3	10183689	e1	77289	58926
VHL_HC2	159	chr3	10183690	e1	76428	58909
VHL_HC2	160	chr3	10183691	e1	74718	59065
VHL_HC2	161	chr3	10183692	e1	74321	59018
VHL_HC2	162	chr3	10183693	e1	72934	59971
VHL_HC2	163	chr3	10183694	e1	72994	60059
VHL_HC2	164	chr3	10183695	e1	71607	60085
VHL_HC2	165	chr3	10183696	e1	71721	60082
VHL_HC2	166	chr3	10183697	e1	70932	60276
VHL_HC2	167	chr3	10183698	e1	69599	60748
VHL_HC2	168	chr3	10183699	e1	67897	61276
VHL_HC2	169	chr3	10183700	e1	65835	62497
VHL_HC2	170	chr3	10183701	e1	65528	62578
VHL_HC2	171	chr3	10183702	e1	64546	62274
VHL_HC2	172	chr3	10183703	e1	59763	61956
VHL_HC2	173	chr3	10183704	e1	50945	48356
VHL_HC2	174	chr3	10183705	e1	47964	22038
VHL_HC2	175	chr3	10183706	e1	43432	21097
VHL_HC2	176	chr3	10183707	e1	46468	48865
VHL_HC2	177	chr3	10183708	e1	45344	49199
VHL_HC2	178	chr3	10183709	e1	44832	49710
VHL_HC2	179	chr3	10183710	e1	42434	46121
VHL_HC2	180	chr3	10183711	e1	41597	31640
VHL_HC2	181	chr3	10183712	e1	40219	30692
VHL_HC2	182	chr3	10183713	e1	40736	47131
VHL_HC2	183	chr3	10183714	e1	40689	46855
VHL_HC2	184	chr3	10183715	e1	37458	47403
VHL_HC2	185	chr3	10183716	e1	37459	46918
VHL_HC2	186	chr3	10183717	e1	35649	48514
VHL_HC2	187	chr3	10183718	e1	35641	49256
VHL_HC2	188	chr3	10183719	e1	34398	48584
VHL_HC2	189	chr3	10183720	e1	30264	48688
VHL_HC2	190	chr3	10183721	e1	28664	49036
VHL_HC2	191	chr3	10183722	e1	27274	49220
VHL_HC2	192	chr3	10183723	e1	27207	49169
VHL_HC2	193	chr3	10183724	e1	26644	49901
VHL_HC2	194	chr3	10183725	e1	25296	49992
VHL_HC2	195	chr3	10183726	e1	22655	50336
VHL_HC2	196	chr3	10183727	e1	21265	50372
VHL_HC2	197	chr3	10183728	e1	19343	50615
VHL_HC2	198	chr3	10183729	e1	17902	50515
VHL_HC2	199	chr3	10183730	e1	17864	48530
VHL_HC2	200	chr3	10183731	e1	17897	50662
VHL_HC2	201	chr3	10183732	e1	16821	50759
VHL_HC2	202	chr3	10183733	e1	16396	50700
VHL_HC2	203	chr3	10183734	e1	15616	50437
VHL_HC2	204	chr3	10183735	e1	15136	50560
VHL_HC2	205	chr3	10183736	e1	15134	50380
VHL_HC2	206	chr3	10183737	e1	12938	50164
VHL_HC2	207	chr3	10183738	e1	12935	49922
VHL_HC2	208	chr3	10183739	e1	12404	49624
VHL_HC2	209	chr3	10183740	e1	11720	49342
VHL_HC2	210	chr3	10183741	e1	10345	48635
VHL_HC2	211	chr3	10183742	e1	10109	48122
VHL_HC2	212	chr3	10183743	e1	9766	48264
VHL_HC2	213	chr3	10183744	e1	9747	47675
VHL_HC2	214	chr3	10183745	e1	9696	47380
VHL_HC2	215	chr3	10183746	e1	8464	46101
VHL_HC2	216	chr3	10183747	e1	8133	47076
VHL_HC2	217	chr3	10183748	e1	8020	46203
VHL_HC2	218	chr3	10183749	e1	7578	45643
VHL_HC2	219	chr3	10183750	e1	7580	45064
VHL_HC2	220	chr3	10183751	e1	7582	45161
VHL_HC2	221	chr3	10183752	e1	7577	44397
VHL_HC2	222	chr3	10183753	e1	7495	44218
VHL_HC2	223	chr3	10183754	e1	6790	40351
VHL_HC2	224	chr3	10183755	e1	5866	40184
VHL_HC2	225	chr3	10183756	e1	5291	40138
VHL_HC2	226	chr3	10183757	e1	5288	39168
VHL_HC2	227	chr3	10183758	e1	4982	39702
VHL_HC2	228	chr3	10183759	e1	4980	39526
VHL_HC2	229	chr3	10183760	e1	4600	39590
VHL_HC2	230	chr3	10183761	e1	4599	38993
VHL_HC2	231	chr3	10183762	e1	4591	38883
VHL_HC2	232	chr3	10183763	e1	4592	1510
VHL_HC2	233	chr3	10183764	e1	4594	1545
VHL_HC2	234	chr3	10183765	e1	4588	1544
VHL_HC2	235	chr3	10183766	e1	4303	1543
VHL_HC2	236	chr3	10183767	e1	4302	1544
VHL_HC2	237	chr3	10183768	e1	4296	1544
VHL_HC2	238	chr3	10183769	e1	4300	1544
VHL_HC2	239	chr3	10183770	e1	3643	1545
VHL_HC2	240	chr3	10183771	e1	3264	1882
VHL_HC2	241	chr3	10183772	e1	3258	2200
VHL_HC2	242	chr3	10183773	e1	3258	2208
VHL_HC2	243	chr3	10183774	e1	2556	3670
VHL_HC2	244	chr3	10183775	e1	2287	3679
VHL_HC2	245	chr3	10183776	e1	2287	3851
VHL_HC2	246	chr3	10183777	e1	2284	3854
VHL_HC2	247	chr3	10183778	e1	2264	3871
VHL_HC2	248	chr3	10183779	e1	2263	3873
VHL_HC2	249	chr3	10183780	e1	2168	4061
VHL_HC2	250	chr3	10183781	e1	2168	4350
VHL_HC2	251	chr3	10183782	e1	2165	4714
VHL_HC2	252	chr3	10183783	e1	2163	4714
VHL_HC2	253	chr3	10183784	e1	1768	4716
VHL_HC2	254	chr3	10183785	e1	928	4952
VHL_HC2	255	chr3	10183786	e1	723	4964
VHL_HC2	256	chr3	10183787	e1	717	5488
VHL_HC2	257	chr3	10183788	e1	721	5509
VHL_HC2	258	chr3	10183789	e1	443	5509
VHL_HC2	259	chr3	10183790	e1	540	5674
VHL_HC2	260	chr3	10183791	e1	164012	5677
VHL_HC2	261	chr3	10183792	e1	165221	5816
VHL_HC2	262	chr3	10183793	e1	165595	6295
VHL_HC2	263	chr3	10183794	e1	166806	7207
VHL_HC2	264	chr3	10183795	e1	167252	7515
VHL_HC2	265	chr3	10183796	e1	166413	7542
VHL_HC2	266	chr3	10183797	e1	167456	7756
VHL_HC2	267	chr3	10183798	e1	166765	7756
VHL_HC2	268	chr3	10183799	e1	167348	8116
VHL_HC2	269	chr3	10183800	e1	168205	8120
VHL_HC2	270	chr3	10183801	e1	167893	8282
VHL_HC2	271	chr3	10183802	e1	168117	9153
VHL_HC2	272	chr3	10183803	e1	168767	9423
VHL_HC2	273	chr3	10183804	e1	168047	10319
VHL_HC2	274	chr3	10183805	e1	168468	11691
VHL_HC2	275	chr3	10183806	e1	168585	11968
VHL_HC2	276	chr3	10183807	e1	168818	11966
VHL_HC2	277	chr3	10183808	e1	168923	12750
VHL_HC2	278	chr3	10183809	e1	169122	13255
VHL_HC2	279	chr3	10183810	e1	169219	13254
VHL_HC2	280	chr3	10183811	e1	168076	13610
VHL_HC2	281	chr3	10183812	e1	169330	13750
VHL_HC2	282	chr3	10183813	e1	169704	13744
VHL_HC2	283	chr3	10183814	e1	168074	14587
VHL_HC2	284	chr3	10183815	e1	170074	14810
VHL_HC2	285	chr3	10183816	e1	170197	14809
VHL_HC2	286	chr3	10183817	e1	170296	14817
VHL_HC2	287	chr3	10183818	e1	170280	15960
VHL_HC2	288	chr3	10183819	e1	170510	15967
VHL_HC2	289	chr3	10183820	e1	169011	16579
VHL_HC2	290	chr3	10183821	e1	170333	18220
VHL_HC2	291	chr3	10183822	e1	168808	20110
VHL_HC2	292	chr3	10183823	e1	167620	20797
VHL_HC2	293	chr3	10183824	e1	167589	21909
VHL_HC2	294	chr3	10183825	e1	166532	21890
VHL_HC2	295	chr3	10183826	e1	167112	22918
VHL_HC2	296	chr3	10183827	e1	166280	22924
VHL_HC2	297	chr3	10183828	e1	164026	23711
VHL_HC2	298	chr3	10183829	e1	163630	23767
VHL_HC2	299	chr3	10183830	e1	162801	24680
VHL_HC2	300	chr3	10183831	e1	161239	25936
VHL_HC2	301	chr3	10183832	e1	160854	26268
VHL_HC2	302	chr3	10183833	e1	160918	26270
VHL_HC2	303	chr3	10183834	e1	160916	26299
VHL_HC2	304	chr3	10183835	e1	156936	26300
VHL_HC2	305	chr3	10183836	e1	160079	27392
VHL_HC2	306	chr3	10183837	e1	156837	27630
VHL_HC2	307	chr3	10183838	e1	155900	27640
VHL_HC2	308	chr3	10183839	e1	156143	29158
VHL_HC2	309	chr3	10183840	e1	156148	30067
VHL_HC2	310	chr3	10183841	e1	156021	31523
VHL_HC2	311	chr3	10183842	e1	155384	32260
VHL_HC2	312	chr3	10183843	e1	154950	32268
VHL_HC2	313	chr3	10183844	e1	154827	32841
VHL_HC2	314	chr3	10183845	e1	154060	32852
VHL_HC2	315	chr3	10183846	e1	151494	33209
VHL_HC2	316	chr3	10183847	e1	153892	34313
VHL_HC2	317	chr3	10183848	e1	153460	34441
VHL_HC2	318	chr3	10183849	e1	152444	34729
VHL_HC2	319	chr3	10183850	e1	151944	35968
VHL_HC2	320	chr3	10183851	e1	149479	38640
VHL_HC2	321	chr3	10183852	e1	148818	39601
VHL_HC2	322	chr3	10183853	e1	148560	40183
VHL_HC2	323	chr3	10183854	e1	143948	41163
VHL_HC2	324	chr3	10183855	e1	142849	41705
VHL_HC2	325	chr3	10183856	e1	142190	42809
VHL_HC2	326	chr3	10183857	e1	141339	43360
VHL_HC2	327	chr3	10183858	e1	140702	43610
VHL_HC2	328	chr3	10183859	e1	140281	44610
VHL_HC2	329	chr3	10183860	e1	139374	45669
VHL_HC2	330	chr3	10183861	e1	138457	45666
VHL_HC2	331	chr3	10183862	e1	137511	45850
VHL_HC2	332	chr3	10183863	e1	135811	45821
VHL_HC2	333	chr3	10183864	e1	135600	45833
VHL_HC2	334	chr3	10183865	e1	133490	46429
VHL_HC2	335	chr3	10183866	e1	131568	46416
VHL_HC2	336	chr3	10183867	e1	128454	46424
VHL_HC2	337	chr3	10183868	e1	124767	46598
VHL_HC2	338	chr3	10183869	e1	122453	47282
VHL_HC2	339	chr3	10183870	e1	122546	48144
VHL_HC2	340	chr3	10183871	e1	121359	47232
VHL_HC2	341	chr3	10188198	e2	78960	89282
VHL_HC2	342	chr3	10188199	e2	78589	92552
VHL_HC2	343	chr3	10188200	e2	77930	92631
VHL_HC2	344	chr3	10188201	e2	77395	97043
VHL_HC2	345	chr3	10188202	e2	76999	97963
VHL_HC2	346	chr3	10188203	e2	76738	98746
VHL_HC2	347	chr3	10188204	e2	76380	99113
VHL_HC2	348	chr3	10188205	e2	75371	100391
VHL_HC2	349	chr3	10188206	e2	74892	103749
VHL_HC2	350	chr3	10188207	e2	74239	106189
VHL_HC2	351	chr3	10188208	e2	73514	110604
VHL_HC2	352	chr3	10188209	e2	72967	111389
VHL_HC2	353	chr3	10188210	e2	72099	113027
VHL_HC2	354	chr3	10188211	e2	71591	114912
VHL_HC2	355	chr3	10188212	e2	70346	117148
VHL_HC2	356	chr3	10188213	e2	70291	120473
VHL_HC2	357	chr3	10188214	e2	70137	121623
VHL_HC2	358	chr3	10188215	e2	68625	121606
VHL_HC2	359	chr3	10188216	e2	67771	122545
VHL_HC2	360	chr3	10188217	e2	66872	125638
VHL_HC2	361	chr3	10188218	e2	66260	125631
VHL_HC2	362	chr3	10188219	e2	64562	127057
VHL_HC2	363	chr3	10188220	e2	63936	129623
VHL_HC2	364	chr3	10188221	e2	62081	131124
VHL_HC2	365	chr3	10188222	e2	61629	131657
VHL_HC2	366	chr3	10188223	e2	60266	132189
VHL_HC2	367	chr3	10188224	e2	60067	132281
VHL_HC2	368	chr3	10188225	e2	59947	133825
VHL_HC2	369	chr3	10188226	e2	59810	133702
VHL_HC2	370	chr3	10188227	e2	58144	136842
VHL_HC2	371	chr3	10188228	e2	58149	136836
VHL_HC2	372	chr3	10188229	e2	56512	137745
VHL_HC2	373	chr3	10188230	e2	56083	137710
VHL_HC2	374	chr3	10188231	e2	55153	138315
VHL_HC2	375	chr3	10188232	e2	51882	138487
VHL_HC2	376	chr3	10188233	e2	48437	138928
VHL_HC2	377	chr3	10188234	e2	48244	138619
VHL_HC2	378	chr3	10188235	e2	46933	138778
VHL_HC2	379	chr3	10188236	e2	45919	137043
VHL_HC2	380	chr3	10188237	e2	45960	141001
VHL_HC2	381	chr3	10188238	e2	45039	140821
VHL_HC2	382	chr3	10188239	e2	43770	140721
VHL_HC2	383	chr3	10188240	e2	42752	140616
VHL_HC2	384	chr3	10188241	e2	41798	141159
VHL_HC2	385	chr3	10188242	e2	41505	141079
VHL_HC2	386	chr3	10188243	e2	41122	140985
VHL_HC2	387	chr3	10188244	e2	39381	140451
VHL_HC2	388	chr3	10188245	e2	38416	141132
VHL_HC2	389	chr3	10188246	e2	37188	140823
VHL_HC2	390	chr3	10188247	e2	33570	140941
VHL_HC2	391	chr3	10188248	e2	143977	141564
VHL_HC2	392	chr3	10188249	e2	145371	142237
VHL_HC2	393	chr3	10188250	e2	142445	142083
VHL_HC2	394	chr3	10188251	e2	141901	142001
VHL_HC2	395	chr3	10188252	e2	139666	141341
