Gene ID	ACLD_7day_n1	ACLD_7day_n2	BCLD_7day_n1	BCLD_7day_n2	ITGA8plus_n1	ITGA8plus_n2	SIX2GFPplus-ITGA8plus_n1	SIX2GFPplus-ITGA8plus_n2	SRR2588709
152518__NFXL1	-0.8607909	-1.126651	-0.4439442	-0.5760995	0.00288749999999995	0.2674515	-0.1700909	0.0765138000000002	-1.48926795
147372__CCBE1	-0.44765935	-1.51126119	0.56274615	0.04145485	0.60335485	0.45628915	-0.23470305	0.14599925	0.85932415
283578__TMED8	-1.199583	-0.993847	-0.6294603	-0.477437	-0.3176386	-0.5785582	-0.5994756	-0.6001012	0.20466425
7869__SEMA3B	-0.719377905	-0.719377905	-0.719377905	-0.719377905	1.187001895	0.999508595	0.505801395	0.954381095	1.689711995
58480__RHOU	4.890948	4.917816	2.7241843	2.7006114	0.5417963	0.4430597	0.708881	0.606951	-0.8668151
80863__PRRT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31111094	0.84353447
10971__YWHAQ	0.34422535	0.34288935	0.32533735	0.38986635	-0.17954225	-0.10055895	0.036644750000001	-0.217427949999999	-0.4198617
200879__LIPH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84912__SLC35B4	-0.43972015	-0.01940525	-0.42236435	-0.29261465	-0.33454385	-0.34089675	-0.21459265	-0.39324225	-0.70324625
132612__ADAD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83546__RTBDN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728621__CCDC30	-0.350350765	-0.350350765	-0.041565835	-0.026513425	0.226817235	0.577001935	0.031229405	0.355259275	0.96363791
6744__SSFA2	0.663961	0.8721735	-0.00609749999999987	-0.1504282	-0.000214999999999854	0.2434025	-0.5430359	-0.5685535	-0.63120605
440193__CCDC88C	1.6857177	1.6858157	1.7335808	1.3839323	1.960107	2.1285784	2.28161	2.34241	2.5729402
84286__TMEM175	0.00709595000000013	0.19950585	-0.42938005	-0.48522565	0.0066933500000001	-0.69916099	-0.0795593499999999	-0.91744315	1.10690475
4913__NTHL1	-0.7852397	-0.5605443	-0.496407	0.3328227	-0.2947267	-0.609236	-0.0667554	0.35319	0.357002
50999__TMED5	0.0871486000000002	0.7361948	0.8304628	1.0193085	0.1101324	0.1452116	0.4594318	0.1521768	-0.19044375
7570__ZNF22	-0.4857872	-0.3178762	-0.1889946	-0.3110642	0.00528480000000009	-0.0943438	-0.2916342	-0.2255856	0.34308725
285331__CCDC66	-1.26290145	-0.38592115	-1.20696415	-0.69926005	0.22525585	0.0975965499999998	-0.0847083499999998	0.0485340499999998	-0.2405531
197322__ACSF3	-0.9581619	-0.95258394	-0.96748224	-0.3752377	0.1236739	-0.174545	-0.3311709	-0.57893244	-0.1325338
23032__USP33	-0.465848549999999	-0.36190455	-0.26531455	-0.02886755	0.06951445	0.18193245	0.11564925	0.11465545	-0.37403155
6750__SST	-0.71585345	-1.16039105	-1.16039105	-1.16039105	0.56409255	-0.75443407	1.37702635	-1.16039105	-1.16039105
10486__CAP2	0.7672922	0.7624255	-0.1039783	0.2877672	0.4746652	0.381755199999999	0.531486199999999	0.531695	0.36758795
11094__CACFD1	0.9257467	0.7990142	0.4823639	0.743628	-0.0879916999999999	-0.246328	0.3743608	-0.3291652	2.0741627
49861__CLDN20	-1.317220156	-1.3590808	-1.3590808	-1.3590808	0.3899743	-1.345873663	-1.0794093	0.1488933	-1.3590808
30820__KCNIP1	0.0	0.0	0.6962788	0.90397644	1.26867	1.5161943	2.33014	1.3797252	2.908284
3266__ERAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
255119__C4orf22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51412__ACTL6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8714__ABCC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3953__LEPR	-0.06608375	0.11487545	-0.19026385	-0.49477895	0.06607125	-0.00471564999999985	0.23817585	0.12887335	-0.0787567499999999
57634__EP400	-0.44603635	-0.585309050000001	-0.53213595	-0.96332045	-0.14238595	-0.20371295	-0.43331625	-0.26178865	-0.095991650000001
23344__ESYT1	0.6293598	0.6630842	0.1219043	0.00306030000000002	0.0952375000000001	-0.2300246	0.0713906000000002	-0.2197435	0.0336176000000001
64215__DNAJC1	0.6101864	0.786425	0.6361488	1.0551189	0.453827700000001	0.2510724	0.460009400000001	-0.1857943	1.04562445
140465__MYL6B	-0.3356425	-0.0964372	-0.7434788	-0.0119908	0.0620284999999998	-0.0301555000000002	-0.1252482	-0.1722605	-0.68660755
11045__UPK1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18443924	-0.076672256
770__CA11	1.21032875	1.96729505	0.11360135	-0.12706575	0.72563755	0.54091205	1.37760005	1.71795205	-1.55000175
9718__ECE2	0	0	0	0	0	0	0	0	-1.39987243
56934__CA10	0.0	0.0	0.14091042	1.1738846	0.0	0.0	0.0	0.0	0.0
54977__SLC25A38	0.145872300000001	-0.1003788	0.1553776	0.029006	0.2332962	0.021868	0.1732855	0.0617656	-0.49638045
886__CCKAR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5289__PIK3C3	-0.0507	0.0779043	0.1505847	0.071678	0.362585	0.486865	0.174574	0.2238	-0.4571723
3399__ID3	-0.5214577	-0.3016652	0.4503356	1.1270853	0.0335593000000003	-0.1128377	0.3905488	0.1221658	0.0955151000000005
59285__CACNG6	0.0	0.0	0.0	0.0	1.2027267	0.22299944	0.9501739	0.22821172	1.3485951
11066__SNRNP35	0.22519935	-0.84982625	0.0126770500000002	-0.93479585	0.04674925	0.0528572500000002	0.23674885	-0.12101255	-0.33537505
25776__CBY1	0.29862015	0.38957045	0.15859895	0.56763885	-0.10305115	-0.0425638499999999	0.28892325	0.59604415	-0.37915755
58191__CXCL16	0.5182979	0.8133826	0.0	0.105975784	0.0	0.0	0.0	0.0	3.2447271
54840__APTX	-0.43789125	0.0680351500000003	-0.57167005	0.0394459500000002	0.20200235	0.20706245	-0.02923465	0.12649415	-0.5181184
23190__UBXN4	0.3337158	0.2208998	0.3256198	0.1131565	-0.0890028999999999	0.0516703000000001	-0.0804932	-0.0651101999999999	-0.492518200000001
84708__LNX1	0.12617808	0.29155405	1.22383175	0.66697825	0.67447555	0.47342185	1.07263305	0.80448005	0.830419904
1545__CYP1B1	4.98134195	4.86998995	2.97139265	3.20327965	-0.52730941	-0.63695668	-0.9749031	-0.20382545	3.472019025
79608__RIC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9662592
7110__TMF1	-0.0385009	-0.370583	-0.0749756999999994	0.00456129999999999	0.2735247	0.3617697	0.0457827	0.290295000000001	0.31065635
5810__RAD1	0.0668466000000001	-0.133145099999999	0.116757100000001	-0.0971317000000005	-0.2840814	-0.3205438	-0.5974538	-0.3841176	-0.1759332
9719__ADAMTSL2	0.0	0.3666293	0.0	0.0	0.0	0.0	0.0	0.0	0.90242326
55015__PRPF39	-1.534756	-1.4180638	-1.2638067	-1.6271874	-0.0321596999999995	0.185083	-0.4340743	-0.218182000000001	0.273817599999999
26013__L3MBTL1	-1.9089722	-1.9089722	-1.9089722	-1.9089722	0.6889146	0.6636491	-0.0924349	0.5246933	0.9276615
26528__DAZAP1	-0.326132	-0.2759497	-0.331379	-0.358837400000001	-0.331879	-0.437439700000001	-0.194301	-0.1394985	-0.4981763
1039__CDR2	0.41207975	0.25828755	-0.10527735	-0.53125775	-0.32437885	-0.19043455	-0.42944895	-1.13929615	0.58153575
9733__SART3	-0.26605735	-0.58445075	-0.50303925	-0.44397245	-0.155707250000001	0.00544795000000009	-0.0928224500000009	-0.31969075	-1.02607925
79583__TMEM231	0.50584995	0.85519585	0.64666355	0.49367645	0.21749795	0.31717375	0.38488105	0.36593025	-0.2162821
56892__C8orf4	2.8315365	4.060627	4.2262726	4.7471104	0.0811661260000001	0.8237637	0	0	1.090682275
51271__UBAP1	-0.077943099999999	-0.029154099999999	0.061253800000001	-0.2039998	-0.0433252	0.0176675	0.076664500000001	-0.197854999999999	0.4298442
6590__SLPI	0.9346646	1.8157164	0.81963223	1.7017902	0.0	0.0	0.0	0.0	0.0
54738__FEV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10552__ARPC1A	0.0435864	0.3207324	0.0810944	0.2349367	0.0638037	0.0821144	-0.1673241	-0.00447230000000001	-0.8471496
84992__PIGY	0.713465999999999	0.8266526	0.785080499999999	0.861574699999999	-0.0276658000000003	0.0239966999999996	0.269458	0.0986869999999995	-2.494030484
2138__EYA1	1.4474107	1.5618711	0.9274702	0.7272592	1.9099867	2.1679947	2.8480077	2.8939047	2.05747995
345275__HSD17B13	-0.71931651	-0.71931651	-0.71931651	-0.71931651	0.19316903	0.22185219	0.0323709599999999	0.59909279	0.37438929
23446__SLC44A1	1.2437632	1.1695072	1.3147116	1.2952137	0.5803542	0.5504906	0.7653446	0.8239894	-0.11287095
3745__KCNB1	0	0	0	0	0	0	0	0	0.1679874
284058__KANSL1	-0.459840900000001	-0.407975800000001	-0.566754500000001	-0.652622800000001	-0.0147005000000007	-0.226913100000001	-0.0917660000000005	0.279353499999999	-0.474774350000001
6916__TBXAS1	0.27088845	0.30293876	1.93745089	1.53889069	0.50272989	-0.08136031	0.90765479	-0.08136031	2.12583089
5611__DNAJC3	1.21839755	1.35155855	1.31295575	1.18881215	-0.09020105	0.04537075	0.02956065	-0.41712465	-0.0745363499999999
120224__TMEM45B	0	0	0	0	0	0.0982157400000001	0	0.0844786700000002	2.2477113
120227__CYP2R1	-0.0502868999999997	-0.0600565999999998	-0.6882379	0.1361877	0.1299356	-0.0265248999999996	-0.1352886	0.3544924	-0.5183438
79651__RHBDF2	0.12111262	0.1451574	0.62063754	0.22065243	0	0	0.7527963	0.0766823699999999	1.17342925
3607__FOXK2	0.3248293	0.2872408	0.1757791	0.1077702	0.1222758	0.0198133	0.0518488	-0.1799552	-0.08012735
7220__TRPC1	-0.9521629	-0.8911335	-0.5003201	-0.4430794	0.5096606	0.671522	0.2295994	0.3890286	-0.7042734
10978__CLP1	-0.03768465	0.18701055	-0.42441725	0.00567245	0.21404295	0.07620145	-0.07371615	-0.13028115	-0.87960495
54854__FAM83E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
221191__PRSS54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5096__PCCB	-0.17950465	0.19132275	0.29723155	0.76537825	0.24975155	0.43485755	0.38444205	0.12103075	-0.547725799999999
2326__FMO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.6349032
7791__ZYX	1.2624998	1.4512272	0.401360499999999	0.3539898	0.0133715000000005	-0.2129335	-0.0884347000000005	0.1627228	0.312402500000001
389058__SP5	-0.386286565	-0.386286565	-0.386286565	-0.386286565	1.358796935	1.275191035	0.224805235	0.919091435	-0.267937665
140687__GCNT7	-0.82471095	-0.82471095	-0.82471095	-0.82471095	0.10594135	-0.60909857	-0.82471095	-0.15868442	-0.82471095
253738__EBF3	0.7623326	0.6166536	-1.0493374	-0.9004729	-0.4832528	-0.5415634	0.1702516	0.1161246	-4.2622364
7080__NKX2-1	0	0	0	0	0	0	0	0	1.20954215
54586__EQTN	-0.1687655	-0.1687655	-0.1687655	-0.1687655	1.7637998	1.8747175	1.9293547	2.5265117	-0.1687655
4088__SMAD3	-0.86508305	-0.84554015	-1.27655105	-1.75686845	-0.33769805	-0.44882355	-0.23770335	-0.20408465	0.46619295
55872__PBK	-0.65699055	-0.365706949999999	0.276128550000001	0.749385850000001	-0.41148425	-0.0633501499999994	-0.193596649999999	-0.441066149999999	-0.360180649999999
3764__KCNJ8	-0.067486113	0.713025487	0.827067487	2.275079087	0.999056387	1.364053687	0.551462537	0.508953347	2.043410272
80315__CPEB4	0.21008145	-0.14163695	1.30766215	1.13879625	-0.00229825	0.0295070500000001	-0.59129955	0.17953215	-1.12939055
84618__NT5C1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55188__RIC8B	-0.61743455	-0.52074985	-0.68533535	-0.80554115	-0.0602781499999999	0.18091825	-0.08702255	0.15289165	-0.03269245
64093__SMOC1	-1.8808887	-2.170766569	-2.19171515	-2.19171515	0.21296915	0.45513805	0.32605565	0.75539315	-1.05323265
283927__NUDT7	-0.50090055	-0.41532501	-0.33042928	-0.50090055	0.64249955	0.66630465	-0.50090055	1.42896585	0.06242015
2348__FOLR1	0.46060613	0.0	0.7701971	0.0	0.0	0.0	0.0	0.0	-2.146522
442721__LMOD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9837__GINS1	-0.0852498500000005	-0.0916518500000005	0.244248749999999	0.206581149999999	-0.214185850000001	-0.401850350000001	-0.139110250000001	-0.271223850000001	-1.31506205
339967__TMPRSS11A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284111__SLC13A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1164__CKS2	-0.610032199999999	-0.1193095	0.102821200000001	0.7153135	0.0940065	0.2709268	0.5682895	0.755590800000001	1.0534981
60487__TRMT11	-1.3669479	-1.5863433	-0.6518065	-1.0995635	0.210345	0.3913785	-0.2405818	0.0698558999999999	-0.30643425
7782__SLC30A4	-0.8570726	-0.165258	-0.1805153	-0.0994699000000001	0.1511092	0.3140883	0.9154011	0.8192619	-0.11700685
3627__CXCL10	0.23735659	0.0	0.8099819	1.6730311	0.0	0.0	0.27134264	0.0	0.0
26031__OSBPL3	0.2166157	-0.0337337600000001	1.1271106	1.4091556	-0.198669654	-0.04622883	-0.13279565	-0.3058928	-0.94492845
54845__ESRP1	0	0	3.1180458	2.9285717	0	0	0	0.79569465	0.614330525
129049__SGSM1	0	0	0	0	0	0	0	0.10949609	-0.47237356
24149__ZNF318	-0.1474203	-0.2891606	-0.515521399999999	-0.4868068	-0.2766115	-0.2175088	0.0558502000000007	-0.0826164999999997	0.35145265
4194__MDM4	-1.53315285	-1.61294005	-1.32624735	-1.79999385	0.0298721499999995	0.10693615	-0.637183149999999	-0.0417298499999995	-1.0014566
205428__C3orf58	-1.1306605	-1.028618	-0.8480049	-0.7632917	-0.304262	-0.4717585	-0.284562	-0.4134639	-1.1063242
55322__C5orf22	-0.484943399999999	-0.1416552	0.321360300000001	-0.1321544	-0.1238897	0.0407603000000005	-0.250335399999999	-0.1394434	-0.6860565
647174__SERPINE3	0	0	0	0	0	0	0	0	0.0319489875
60509__AGBL5	-0.6812796	-0.4022104	-0.2437659	-0.1412372	0.1108131	-0.0952214	-0.2376536	-0.2035609	-0.23368745
1763__DNA2	-0.7411568	-0.7498577	-0.3302941	-0.2406459	-0.1813084	-0.1181211	-0.1755754	0.0397015999999999	-1.541691
2820__GPD2	-0.770577	-0.6789854	-0.272864	-0.0429227	-0.322211	-0.412747	-0.498863	-0.277598	-1.19116615
4705__NDUFA10	-0.1315794	0.00754960000000038	0.0048035000000004	-0.0222767999999998	-0.1190661	-0.00135489999999994	0.1204284	0.0619502000000001	0.34541785
55902__ACSS2	-0.76303875	-0.51039605	-0.49254015	-0.45609715	-0.34516455	-0.46430495	-0.29235955	-0.96697525	-1.96784133
57142__RTN4	0.3494764	0.3150345	0.3740083	0.415487	-0.163126	-0.1177176	0.076924	-0.0167116	-0.1355202
4345__CD200	0.23376015	0.30171085	0.42028065	0.35031775	0.24286865	0.35411765	0.0409711500000003	0.00092865000000053	0.532708850000001
8325__FZD8	4.6292765	4.6757925	3.6443822	3.9991939	0.3560529	0.0126081	0.1225354	0.0450922	0.02800795
51126__NAA20	0.336706450000001	0.384891450000001	0.689034050000001	0.290841150000001	0.0268698500000005	-0.13517515	-0.0418912499999995	-0.426592550000001	-0.0501652500000005
171169__SPACA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23158__TBC1D9	-0.0993301	-0.1536097	-0.5676777	0.2269421	-0.4105597	-0.8962001	-0.4528531	-1.0692141	-0.829191455
3815__KIT	-0.0626023	0.1470611	0.7965735	0.5599222	0.3150395	0.6195912	-0.1366701	-0.2128379	-1.1636373
192683__SCAMP5	1.8000871	1.6075064	0.40587935	0.71638757	0	0	0	0.13468623	1.230752985
256130__TMEM196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
411__ARSB	0.68894605	0.99624235	0.90223375	0.91719825	-0.26659505	-0.17078485	0.28214795	0.0842869500000001	-0.96368905
51320__MEX3C	0.0777652	-0.3191848	-0.0625508	-0.3128118	0.0350642	-0.00751679999999999	0.3121698	0.1923412	0.01075855
56898__BDH2	-0.6708436	-0.2016143	-0.3165211	0.2788034	0.0398154999999996	0.0501861999999997	0.00606389999999957	0.0228013999999996	-1.953923105
101410538__MMP24-AS1	-0.048661675	0.246423025	0.675966825	0.908249925	0.577059225	0.555022025	0.229250025	0.805311825	0.861774275
197259__MLKL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
118663__BTBD16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
339487__ZBTB8OS	-0.0382846499999999	0.10988635	0.30421435	0.87045465	-0.00381465000000015	-0.0232688499999998	-0.0818568499999997	0.23323215	-1.73298005
51266__CLEC1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9057__SLC7A6	-0.3288417	-0.047965	-0.9775016	-0.968649	-0.342397	-0.366935	-0.748442	-0.175919	-0.0963149000000001
4355__MPP2	0.00174999999999997	-0.2375017	-0.61826965	-0.7749837	0.0922201	-0.3386573	-0.4954946	-1.11874145	-0.1738454
1795__DOCK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6353714
167555__FAM151B	-0.218703775	-0.218703775	-0.218703775	0.462483795	-0.218703775	-0.176096881	-0.113061695	0.309997475	0.140859618
116028__RMI2	-0.34322575	-0.04193045	0.02658285	0.23477285	-0.48252445	-0.14247255	0.43950335	-0.11284885	1.1188329
93058__COQ10A	-1.42821069	-1.56608547	-1.70358237	-1.10356731	0.34221205	0.27470125	-0.78278985	-0.02342305	-0.32629605
10535__RNASEH2A	-0.753564000000001	-0.298227	-0.4126325	-0.0717006	-0.18143	-0.1780276	0.0999618	-0.419409000000001	-0.57255255
85315__PAQR8	-0.0655010499999999	0.26610965	-0.33075955	0.0414287499999999	-0.32612345	-0.50610545	-0.11234595	-0.38840535	-1.3182265
55356__SLC22A15	-0.81237737	-0.81237737	-0.81237737	-0.81237737	-0.24189601	-0.47270552	-0.81237737	-0.81237737	-0.81237737
8140__SLC7A5	0.3690536	0.5088601	0.0684359	0.4347787	1.1342187	0.5961392	0.8106975	0.2376738	-1.21139135
51218__GLRX5	0.369372649999999	0.87039925	0.48041745	0.74464195	-0.32514645	-0.35318065	0.0878565500000001	-0.81141945	-0.9723344
203286__ANKS6	-0.39577415	-0.98250555	-0.58389485	-1.19834945	-0.28484965	-0.46215245	-0.25793215	-0.51292325	-1.498170937
211__ALAS1	0.1326475	0.2641635	0.3234897	0.267813	0.1010876	-0.06269	-0.2417135	-0.050854	-0.6556534
1595__CYP51A1	0.1895775	0.1114777	0.1823272	0.1220582	-0.5332638	-0.5872458	-0.7409025	-0.6433848	-0.48866845
9703__KIAA0100	0.041317	-0.00067600000000001	-0.140075	-0.0318534	-0.1084277	0.012147199999999	-0.031473	0.1355804	-0.1923222
9172__MYOM2	-0.40735735	-0.40735735	1.06010865	0.2839189	0.65779645	1.00243925	-0.17897005	-0.02872645	1.02182025
9815__GIT2	0.45734345	0.63606345	-0.0526428499999999	-0.0603055499999999	-0.11442475	-0.0303278499999999	-0.36762195	-0.19047435	-0.453006
27347__STK39	0.487233500000001	0.477788500000001	0.913652800000001	0.914846500000001	0.0154123000000006	-0.0126354999999995	0.327465000000001	0.228638500000001	-0.483399399999999
5581__PRKCE	-0.80477275	-1.21664105	-1.4874043	-1.20854215	-0.54940475	-0.59034095	-0.75142128	-1.11585855	-0.13311825
57679__ALS2	-0.08675615	0.0346273499999999	-0.26705555	-0.26881015	-0.17635315	-0.00164215000000001	0.00623085000000001	0.06450185	-0.64732635
55207__ARL8B	0.353386949999999	0.309295649999999	0.16639145	0.0478206499999995	-0.0944120500000005	0.0249185500000004	-0.14157575	-0.350052749999999	0.17753205
51596__CUTA	0.7143698	0.6978158	0.8391338	1.1173608	0.4125754	0.1019228	1.1727668	0.9180534	1.2844897
10277__UBE4B	-0.4461757	-0.351038	-0.3402235	-0.4773184	0.047026	0.1212333	0.0291975	-0.14874	-0.22404875
7436__VLDLR	-1.31768235	-0.34190555	0.0395469500000001	0.71878885	0.60301995	0.71472225	0.09341095	0.34482225	-0.53818565
3761__KCNJ4	-0.20377239	-0.48584429	-0.48584429	-0.48584429	0.54721671	0.58514351	0.44164851	0.76567821	-0.48584429
7812__CSDE1	0.1098003	-0.022709199999999	0.255733300000001	0.056023300000001	-0.0522231	0.0453326	0.166574600000001	0.0873238	0.5861073
26009__ZZZ3	-0.0782281500000001	-0.59675835	0.19446085	-0.24915915	0.0593493500000002	0.23991755	0.21215585	0.39902185	-0.54046095
4915__NTRK2	-0.1637128	-0.44240415	-0.24476922	-1.13908935	1.06994895	1.03464345	2.32192465	2.23306665	3.99826965
5284__PIGR	0	0.64875805	0	0	0	0	0	0.710508	1.262919188
57106__NAT14	0.75849855	0.85813885	0.26642755	1.29174865	0.39384875	0.78452765	0.76526305	0.32538325	1.60169805
51742__ARID4B	-0.222861349999999	-0.27419385	-0.262519349999999	-0.439920049999999	-0.0090519499999995	0.0249460500000005	0.0384853500000005	-0.150661349999999	0.2497625
26000__TBC1D10B	0.76820875	1.15129305	0.0615496499999997	0.57806425	0.15811685	0.0542428499999998	0.61071775	0.14885385	0.8002233
5934__RBL2	-0.4796224	-0.2966538	-0.4548989	-0.5656195	-0.0352545	0.0500500000000001	-0.3149636	-0.1534608	-0.1626089
23327__NEDD4L	-0.0832685500000001	-0.0196885500000001	0.02100385	-0.82550675	-0.0427213499999999	0.02642385	0.14261685	0.0610281499999998	-0.4990175
56301__SLC7A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3897__L1CAM	-1.761704	-1.761704	0.2115302	-0.2897563	1.2208664	1.5263867	1.3293569	1.4327562	-2.273392095
150350__ENTHD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79007__DBNDD1	2.3340137	2.8431098	2.1207638	2.4775076	0.61137563	0.5344037	2.000268	1.588525	0.9778278
10052__GJC1	-0.265805699999999	-0.2278603	-0.5913167	-0.7310877	-0.1235375	-0.0651242999999995	0.129095099999999	-0.0141897000000005	-1.3693731
79101__TAF1D	-1.89743965	-1.80736565	-1.41250015	-1.67240305	0.0162683500000005	0.222857749999999	-0.28380465	-0.46271365	-0.0607268500000005
28985__MCTS1	-0.56708035	-0.46763855	-0.66937105	-0.30356995	0.13857115	0.33281005	-0.19596965	0.07008275	-0.19085785
3218__HOXB8	1.5460227	1.4909127	1.6446151	1.8082103	1.8128127	1.1255814	1.6320381	1.3196182	0.8164329
57633__LRRN1	1.9027848	1.7329901	0.7235864	0.3473295	0.182997800000001	0.341340400000001	0.7627181	0.4050688	-0.1177369
338339__CLEC4D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
338440__ANO9	-0.547438645	-0.547438645	-0.547438645	-0.547438645	1.592354755	1.464347055	1.416079355	2.360383355	0.521228355
7994__KAT6A	-0.227683000000001	-0.2472174	-0.200119000000001	-0.528879000000001	-0.173998	-0.1054046	0.00567699999999949	-0.0363357000000004	-0.849080000000001
2762__GMDS	1.0406999	0.8803296	1.1112704	1.3557753	0.0233596	-0.0426109	-0.7713427	0.0248298	1.1560148
343263__MYBPHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81844__TRIM56	0	0	0	0	0	0	0	0	-0.78338082
151050__KANSL1L	-0.79408105	-0.36118425	-0.70473375	0.21268265	0.03682205	-0.02101955	0.12692635	0.30941145	0.4210204
9342__SNAP29	0.9253404	0.8897801	0.7057124	0.6536789	0.000293099999999991	-0.1408162	0.2637673	0.1790616	1.1414683
259282__BOD1L1	-0.24158295	-0.61400725	-0.19009595	-0.71048695	0.12505405	0.10632785	0.0303824500000001	-0.07207125	-0.5096048
84259__DCUN1D5	0.0248951000000002	-0.135134799999999	0.268639	0.0943360000000002	0.1365651	0.0562641000000004	-0.2564517	0.2348618	-0.899883549999999
3475__IFRD1	-1.279646	-0.7476023	-1.0144394	-0.6665886	0.0928422	0.2733175	-0.5290188	0.3409325	0.3512054
11258__DCTN3	1.3781165	0.9441369	0.7233275	1.5181583	-0.00939089999999998	0.1466179	0.5569579	0.2531096	0.2329165
23242__COBL	0	0	0	0	0	0	0	0	0.174870415
51726__DNAJB11	0.79632855	1.12042285	0.77802255	0.78215315	-0.18066645	-0.0132964499999999	-0.28106845	-0.20641515	-0.38903185
124790__HEXIM2	-1.36155094	-1.42434293	-0.69580255	-0.7769071	-0.1025529	0.0530221	-0.2495945	0.1362786	-1.69328813
26254__OPTC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79698__ZMAT4	2.8541853	2.8125548	1.4603032	1.3864939	0.8411063	1.1209835	1.7101597	0.84302324	2.2413433
2768__GNA12	0.7711864	0.5846728	0.399054400000001	0.4159201	-0.1386639	-0.0170571	-0.0714449	-0.1333274	-0.48374285
80128__TRIM46	-0.467622305	-0.467622305	-0.467622305	-0.467622305	-0.092748245	-0.041128865	-0.138794265	0.526278195	0.24292363
54928__IMPAD1	0.947258	0.812495999999999	1.2810993	1.0983033	0.1224894	0.137544	0.3583784	0.1940403	0.40541065
341405__ANKRD33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23363__OBSL1	0.31916345	-0.27481925	0.50481755	0.28851325	0.72369345	0.56901605	0.85535685	0.84720475	0.705766549999999
6790__AURKA	-0.40330045	-0.35832595	-0.23211745	0.23284355	0.03217655	0.17737255	0.05710315	0.565927050000001	-1.56151635
8444__DYRK3	-0.31571925	0.37575515	-1.00250295	-0.58043495	-0.31126995	-0.69285525	-0.56108985	-0.66869895	-1.81119425
5744__PTHLH	2.4139009	2.5979543	0.0	0.0	0.0	0.0	0.0	0.0	-0.13956556
7092__TLL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54442__KCTD5	0.88001585	0.87353165	0.75429695	0.72792965	0.15683525	0.28210085	0.40382625	0.57795835	0.19252105
284695__ZNF326	-0.5325169	-0.4581847	-0.5355642	-0.307408200000001	-0.2847318	-0.134936200000001	-0.6406827	0.0200188	-0.41554935
55650__PIGV	-0.83566383	-0.54057909	-0.16350275	0.10331945	0.10548905	0.0928793500000003	0.03957405	0.62133815	-0.88328995
85446__ZFHX2	0.3188175	1.436629	0	0.17140345	0.64669305	0.77540946	0.9868741	0.6189817	-0.0162179500000001
3062__HCRTR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
494513__DFNB59	-0.329155325	-0.329155325	-0.329155325	-0.329155325	0.402012875	0.674068675	-0.243442665	1.145048775	0.975385575
9563__H6PD	0.2973807	0.2641396	-0.019833	-0.1327203	-0.21096	-0.26937	-0.1409743	-0.2751959	-0.477970075
3856__KRT8	2.4478831	2.0346375	2.3980165	2.6207452	1.5842955	1.5996108	1.7464228	1.5953932	-0.96991115
7267__TTC3	-0.0738329999999995	-0.0499610999999995	-0.3699535	-0.624719500000001	-0.185497500000001	-0.122300100000001	-0.485858000000001	-0.5816941	-0.621839399999998
29911__HOOK2	-0.59062925	-0.55778535	-0.29820155	-0.46091665	0.18169445	0.16453635	0.03250865	0.65952785	-0.27158075
